"","id","valid_id","parent_id","rank_name","tname","tauthor","worms_id","redlist","status","records","datasets","phylum","order","family","genus","species","class","ecoregion"
"90",624584,624584,769892,"Species","Erosaria englerti","(Summers & Burgess, 1965)",572236,NA,NA,3,1,"Mollusca","Littorinimorpha","Cypraeidae","Erosaria","Erosaria englerti","Gastropoda","Easter Island"
"91",625898,625898,745877,"Species","Euplica loisae","Rehder, 1980",511779,NA,NA,1,1,"Mollusca","Neogastropoda","Columbellidae","Euplica","Euplica loisae","Gastropoda","Easter Island"
"92",630746,630746,747330,"Species","Gymnothorax porphyreus","(Guichenot, 1848)",271872,TRUE,"LC",2,2,"Chordata","Anguilliformes","Muraenidae","Gymnothorax","Gymnothorax porphyreus","Actinopteri","Easter Island"
"93",632882,632882,795721,"Species","Herpetopoma alarconi","(Rehder, 1980)",NA,NA,NA,2,1,"Mollusca",NA,"Trochidae","Herpetopoma","Herpetopoma alarconi","Gastropoda","Easter Island"
"94",638511,638511,749700,"Species","Leptopecten latiauratus","(Conrad, 1837)",394312,NA,NA,1,1,"Mollusca","Pectinoida","Pectinidae","Leptopecten","Leptopecten latiauratus","Bivalvia","Easter Island"
"95",644687,644687,817685,"Species","Milax gagates","(Draparnaud, 1801)",819993,NA,NA,1,1,"Mollusca","Stylommatophora","Milacidae","Milax","Milax gagates","Gastropoda","Easter Island"
"96",649045,649045,477899,"Species","Nerita lirellata","Rehder, 1980",447866,NA,NA,2,1,"Mollusca","Cycloneritimorpha","Neritidae","Nerita","Nerita lirellata","Gastropoda","Easter Island"
"97",649048,649048,477899,"Species","Nerita morio","(G. B. Sowerby I, 1833)",713885,NA,NA,2,1,"Mollusca","Cycloneritimorpha","Neritidae","Nerita","Nerita morio","Gastropoda","Easter Island"
"98",649652,649652,776775,"Species","Notolabrus inscriptus","(Richardson, 1848)",281790,TRUE,"LC",1,1,"Chordata","Perciformes","Labridae","Notolabrus","Notolabrus inscriptus","Actinopteri","Easter Island"
"99",651585,651585,807795,"Subspecies","Ophiocoma insularia longispina","Clark",NA,NA,NA,1,1,"Echinodermata","Ophiurida","Ophiocomidae","Ophiocoma","Ophiocoma insularia","Ophiuroidea","Easter Island"
"100",655303,655303,813826,"Species","Pascachlamys pasca","(Dall)",NA,NA,NA,1,1,"Mollusca","Pectinoida","Pectinidae","Pascachlamys","Pascachlamys pasca","Bivalvia","Easter Island"
"101",658006,658006,820072,"Species","Pilosabia trigona","(Gmelin, 1791)",716495,NA,NA,2,1,"Mollusca","Littorinimorpha","Hipponicidae","Pilosabia","Pilosabia trigona","Gastropoda","Easter Island"
