"","id","valid_id","parent_id","rank_name","tname","tauthor","worms_id","records","datasets","phylum","order","family","genus","species","class","redlist","status","gisd","hab","ecoregion"
"64",413881,413881,413876,"Species","Bursa bufonia","(Gmelin, 1791)",216967,2,1,"Mollusca","Littorinimorpha","Bursidae","Bursa","Bursa bufonia","Gastropoda",NA,NA,NA,NA,"Amazonia"
"65",414438,414438,496291,"Genus","Calanopia","Dana, 1852",104207,1,1,"Arthropoda","Calanoida","Pontellidae","Calanopia",NA,NA,NA,NA,NA,NA,"Amazonia"
"66",414484,414484,740502,"Genus","Calappa","Weber, 1795",106873,1,1,"Arthropoda","Decapoda","Calappidae","Calappa",NA,"Malacostraca",NA,NA,NA,NA,"Amazonia"
"67",414643,414643,414626,"Species","Caligus coryphaenae","Steenstrup & Lütken, 1861",135748,1,1,"Arthropoda","Siphonostomatoida","Caligidae","Caligus","Caligus coryphaenae",NA,NA,NA,NA,NA,"Amazonia"
"68",414745,414745,414728,"Species","Calliactis tricolor","(Le Sueur, 1817)",283624,1,1,"Cnidaria","Actiniaria","Hormathiidae","Calliactis","Calliactis tricolor","Anthozoa",NA,NA,NA,NA,"Amazonia"
"69",414831,414831,792977,"Genus","Callinectes","Stimpson, 1860",106921,3,1,"Arthropoda","Decapoda","Portunidae","Callinectes",NA,"Malacostraca",NA,NA,NA,NA,"Amazonia"
"70",414838,414838,414831,"Species","Callinectes ornatus","Ordway, 1863",158053,4,2,"Arthropoda","Decapoda","Portunidae","Callinectes","Callinectes ornatus","Malacostraca",NA,NA,NA,NA,"Amazonia"
"71",414873,414873,696145,"Species","Callionymus bairdi","Jordan, 1888",159626,3,2,"Chordata","Perciformes","Callionymidae","Callionymus","Callionymus bairdi","Actinopteri",NA,NA,NA,NA,"Amazonia"
"72",415422,415422,608894,"Species","Calocalanus plumulosus","(Claus, 1863)",211848,1,1,"Arthropoda","Calanoida","Paracalanidae","Calocalanus","Calocalanus plumulosus",NA,NA,NA,NA,NA,"Amazonia"
"73",415452,415452,740662,"Species","Caloglossa leprieurii","(Montagne) G.Martens, 1869",214170,17,2,"Rhodophyta","Ceramiales","Delesseriaceae","Caloglossa","Caloglossa leprieurii","Florideophyceae",NA,NA,NA,NA,"Amazonia"
"74",416026,416026,416024,"Species","Campylosira cymbelliformis","(A.Schmidt) Grunow ex Van Heurck, 1885",149357,12,1,"Ochrophyta","Cymatosirales","Cymatosiraceae","Campylosira","Campylosira cymbelliformis","Bacillariophyceae",NA,NA,NA,NA,"Amazonia"
"75",416082,416082,767115,"Family","Cancellariidae","Forbes & Hanley, 1851",13600,3,1,"Mollusca","Neogastropoda","Cancellariidae",NA,NA,"Gastropoda",NA,NA,NA,NA,"Amazonia"
"76",416183,416183,609426,"Species","Candacia pachydactyla","(Dana, 1849)",104483,1,1,"Arthropoda","Calanoida","Candaciidae","Candacia","Candacia pachydactyla",NA,NA,NA,NA,NA,"Amazonia"
"77",416315,416315,416304,"Species","Canthigaster figueiredoi","Moura & Castro, 2002",275252,1,1,"Chordata","Tetraodontiformes","Tetraodontidae","Canthigaster","Canthigaster figueiredoi","Actinopteri",TRUE,"LC",NA,NA,"Amazonia"
"78",416381,416381,740848,"Genus","Capitella","Blainville, 1828",129211,2,1,"Annelida",NA,"Capitellidae","Capitella",NA,"Polychaeta",NA,NA,NA,NA,"Amazonia"
"79",416445,416445,780126,"Genus","Caprella","Lamarck, 1801",101430,2,1,"Arthropoda","Amphipoda","Caprellidae","Caprella",NA,"Malacostraca",NA,NA,NA,NA,"Amazonia"
"80",416659,416659,696227,"Species","Caranx lugubris","Poey, 1860",126805,2,1,"Chordata","Perciformes","Carangidae","Caranx","Caranx lugubris","Actinopteri",NA,NA,NA,NA,"Amazonia"
"81",416739,416739,696240,"Species","Carcharhinus brevipinna","(Müller & Henle, 1839)",105788,2,1,"Chordata","Carcharhiniformes","Carcharhinidae","Carcharhinus","Carcharhinus brevipinna","Elasmobranchii",TRUE,"NT",NA,NA,"Amazonia"
"82",417094,417094,740968,"Species","Carijoa riisei","(Duchassaing & Michelotti, 1860)",395098,9,2,"Cnidaria","Alcyonacea","Clavulariidae","Carijoa","Carijoa riisei","Anthozoa",NA,NA,TRUE,NA,"Amazonia"
"83",417277,417277,417267,"Species","Caryophyllia ambrosia","Alcock, 1898",135135,1,1,"Cnidaria","Scleractinia","Caryophylliidae","Caryophyllia","Caryophyllia ambrosia","Anthozoa",NA,NA,NA,NA,"Amazonia"
"84",417279,417279,417277,"Subspecies","Caryophyllia ambrosia caribbeana","Cairns, 1979",286726,2,2,"Cnidaria","Scleractinia","Caryophylliidae","Caryophyllia","Caryophyllia ambrosia","Anthozoa",NA,NA,NA,NA,"Amazonia"
"85",417563,417563,741102,"Species","Cathorops spixii","(Spix & Agassiz, 1829)",280049,28,4,"Chordata","Siluriformes","Ariidae","Cathorops","Cathorops spixii","Actinopteri",NA,NA,NA,NA,"Amazonia"
"86",417706,417706,741121,"Species","Caulerpa fastigiata","Montagne, 1837",211471,1,1,"Chlorophyta","Bryopsidales","Caulerpaceae","Caulerpa","Caulerpa fastigiata","Ulvophyceae",NA,NA,NA,NA,"Amazonia"
"87",418198,418198,769022,"Species","Centrodraco oregonus","(Briggs & Berry, 1959)",293557,12,3,"Chordata","Perciformes","Draconettidae","Centrodraco","Centrodraco oregonus","Actinopteri",NA,NA,NA,NA,"Amazonia"
"88",418226,418226,741274,"Genus","Centropages","Krøyer, 1849",104159,1,1,"Arthropoda","Calanoida","Centropagidae","Centropages",NA,NA,NA,NA,NA,NA,"Amazonia"
"89",418229,418229,418226,"Species","Centropages brachiatus","(Dana, 1849)",104490,2,2,"Arthropoda","Calanoida","Centropagidae","Centropages","Centropages brachiatus",NA,NA,NA,NA,NA,"Amazonia"
"90",418237,418237,418226,"Species","Centropages furcatus","(Dana, 1849)",104495,5,2,"Arthropoda","Calanoida","Centropagidae","Centropages","Centropages furcatus",NA,NA,NA,NA,NA,"Amazonia"
"91",418246,418246,418226,"Species","Centropages velificatus","(Oliveira, 1947)",346263,4,1,"Arthropoda","Calanoida","Centropagidae","Centropages","Centropages velificatus",NA,NA,NA,NA,NA,"Amazonia"
"92",418633,418633,770797,"Genus","Cerataulina","H.Peragallo ex Schütt, 1896",149236,2,1,"Ochrophyta","Hemiaulales","Hemiaulaceae","Cerataulina",NA,"Bacillariophyceae",NA,NA,NA,NA,"Amazonia"
"93",418638,418638,418633,"Species","Cerataulina pelagica","(Cleve) Hendey, 1937",149619,1,1,"Ochrophyta","Hemiaulales","Hemiaulaceae","Cerataulina","Cerataulina pelagica","Bacillariophyceae",NA,NA,NA,NA,"Amazonia"
"94",418669,418669,767906,"Genus","Ceratium","Schrank, 1793",109506,1,1,"Myzozoa","Gonyaulacales","Ceratiaceae","Ceratium",NA,"Dinophyceae",NA,NA,NA,NA,"Amazonia"
"95",418699,418699,418669,"Species","Ceratium extensum","(Gourret) Cleve-Euler, 1900",109947,1,1,"Myzozoa","Gonyaulacales","Ceratiaceae","Ceratium","Ceratium extensum","Dinophyceae",NA,NA,NA,NA,"Amazonia"
"96",418711,418711,418669,"Species","Ceratium fusus","(Ehrenberg) Dujardin, 1841",109951,1,1,"Myzozoa","Gonyaulacales","Ceratiaceae","Ceratium","Ceratium fusus","Dinophyceae",NA,NA,NA,NA,"Amazonia"
"97",418727,418727,418669,"Species","Ceratium inflatum","(Kofoid) E.G.Jørgensen, 1911",109958,1,1,"Myzozoa","Gonyaulacales","Ceratiaceae","Ceratium","Ceratium inflatum","Dinophyceae",NA,NA,NA,NA,"Amazonia"
"98",418748,844825,418669,"Species","Ceratium pavillardii","Jørgensen, 1911",109971,1,1,"Myzozoa","Gonyaulacales","Ceratiaceae","Ceratium","Ceratium pavillardii","Dinophyceae",NA,NA,NA,NA,"Amazonia"
"99",418777,418777,418669,"Species","Ceratium trichoceros","(Ehrenberg) Kofoid, 1881",109981,1,1,"Myzozoa","Gonyaulacales","Ceratiaceae","Ceratium","Ceratium trichoceros","Dinophyceae",NA,NA,NA,NA,"Amazonia"
"100",418779,418779,418669,"Species","Ceratium tripos","(O.F.Müller) Nitzsch, 1817",109982,1,1,"Myzozoa","Gonyaulacales","Ceratiaceae","Ceratium","Ceratium tripos","Dinophyceae",NA,NA,NA,NA,"Amazonia"
"101",419486,419486,770762,"Genus","Chaetoceros","Ehrenberg, 1844",148985,5,2,"Ochrophyta","Chaetocerotanae incertae sedis","Chaetocerotaceae","Chaetoceros",NA,"Bacillariophyceae",NA,NA,NA,NA,"Amazonia"
"102",419493,419493,419486,"Species","Chaetoceros affinis","Lauder, 1864",149241,2,2,"Ochrophyta","Chaetocerotanae incertae sedis","Chaetocerotaceae","Chaetoceros","Chaetoceros affinis","Bacillariophyceae",NA,NA,NA,NA,"Amazonia"
"103",419514,419514,419513,"Forma","Chaetoceros atlanticus f. audax","(F.Schütt) H.H.Gran, 1904",345291,5,1,"Ochrophyta","Chaetocerotanae incertae sedis","Chaetocerotaceae","Chaetoceros","Chaetoceros atlanticus","Bacillariophyceae",NA,NA,NA,NA,"Amazonia"
"104",419526,419526,419486,"Species","Chaetoceros brevis","F.Schütt, 1895",149291,1,1,"Ochrophyta","Chaetocerotanae incertae sedis","Chaetocerotaceae","Chaetoceros","Chaetoceros brevis","Bacillariophyceae",NA,NA,NA,NA,"Amazonia"
"105",419547,419547,419486,"Species","Chaetoceros concavicornis","Mangin, 1917",156607,1,1,"Ochrophyta","Chaetocerotanae incertae sedis","Chaetocerotaceae","Chaetoceros","Chaetoceros concavicornis","Bacillariophyceae",NA,NA,NA,NA,"Amazonia"
"106",419566,419566,419486,"Species","Chaetoceros curvisetus","Cleve, 1889",149221,5,1,"Ochrophyta","Chaetocerotanae incertae sedis","Chaetocerotaceae","Chaetoceros","Chaetoceros curvisetus","Bacillariophyceae",NA,NA,NA,NA,"Amazonia"
"107",419579,419579,419486,"Species","Chaetoceros diadema","(Ehrenberg) Gran, 1897",149128,1,1,"Ochrophyta","Chaetocerotanae incertae sedis","Chaetocerotaceae","Chaetoceros","Chaetoceros diadema","Bacillariophyceae",NA,NA,NA,NA,"Amazonia"
"108",419602,419602,419486,"Species","Chaetoceros diversus","Cleve, 1873",157431,1,1,"Ochrophyta","Chaetocerotanae incertae sedis","Chaetocerotaceae","Chaetoceros","Chaetoceros diversus","Bacillariophyceae",NA,NA,NA,NA,"Amazonia"
"109",419642,419642,419486,"Species","Chaetoceros lorenzianus","Grunow, 1863",156617,12,3,"Ochrophyta","Chaetocerotanae incertae sedis","Chaetocerotaceae","Chaetoceros","Chaetoceros lorenzianus","Bacillariophyceae",NA,NA,NA,NA,"Amazonia"
"110",419647,419647,419486,"Species","Chaetoceros mitra","(Bailey) Cleve, 1896",148986,2,2,"Ochrophyta","Chaetocerotanae incertae sedis","Chaetocerotaceae","Chaetoceros","Chaetoceros mitra","Bacillariophyceae",NA,NA,NA,NA,"Amazonia"
"111",419666,419666,419486,"Species","Chaetoceros pendulus","Karsten, 1905",248065,2,1,"Ochrophyta","Chaetocerotanae incertae sedis","Chaetocerotaceae","Chaetoceros","Chaetoceros pendulus","Bacillariophyceae",NA,NA,NA,NA,"Amazonia"
"112",419695,419695,419486,"Species","Chaetoceros rostratus","Ralfs, 1864",178201,1,1,"Ochrophyta","Chaetocerotanae incertae sedis","Chaetocerotaceae","Chaetoceros","Chaetoceros rostratus","Bacillariophyceae",NA,NA,NA,NA,"Amazonia"
"113",419714,419714,419486,"Species","Chaetoceros simplex","Ostenfeld, 1902",149294,1,1,"Ochrophyta","Chaetocerotanae incertae sedis","Chaetocerotaceae","Chaetoceros","Chaetoceros simplex","Bacillariophyceae",NA,NA,NA,NA,"Amazonia"
"114",419722,419722,419486,"Species","Chaetoceros subtilis","Cleve, 1896",156621,1,1,"Ochrophyta","Chaetocerotanae incertae sedis","Chaetocerotaceae","Chaetoceros","Chaetoceros subtilis","Bacillariophyceae",NA,NA,NA,NA,"Amazonia"
"115",419724,419724,419486,"Species","Chaetoceros tenuissimus","Meunier, 1913",156623,1,1,"Ochrophyta","Chaetocerotanae incertae sedis","Chaetocerotaceae","Chaetoceros","Chaetoceros tenuissimus","Bacillariophyceae",NA,NA,NA,NA,"Amazonia"
"116",419725,419725,419486,"Species","Chaetoceros teres","Cleve, 1896",149125,3,2,"Ochrophyta","Chaetocerotanae incertae sedis","Chaetocerotaceae","Chaetoceros","Chaetoceros teres","Bacillariophyceae",NA,NA,NA,NA,"Amazonia"
"117",419738,419738,419486,"Species","Chaetoceros wighamii","Brightwell, 1856",160524,1,1,"Ochrophyta","Chaetocerotanae incertae sedis","Chaetocerotaceae","Chaetoceros","Chaetoceros wighamii","Bacillariophyceae",NA,NA,NA,NA,"Amazonia"
"118",420006,420006,742089,"Genus","Chaetozone","Malmgren, 1867",129242,2,1,"Annelida","Terebellida","Cirratulidae","Chaetozone",NA,"Polychaeta",NA,NA,NA,NA,"Amazonia"
